movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt0816442,The Book Thief,2013,PG-13,131 min,"Drama, War",7.5,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.",Brian Percival,/name/nm1093053/,"Sophie Nélisse, 
Geoffrey Rush, 
Emily Watson, 
Ben Schnetzer","/name/nm4563869/,/name/nm0001691/,/name/nm0001833/,/name/nm3115493/",137569.0,21488481.0
tt6708668,Black Crab,2022,TV-MA,114 min,"Action, Adventure, Drama",5.7,"In a post-apocalyptic world, six soldiers on a covert mission must transport a mysterious package across a frozen archipelago. Noomi Rapace stars.",Adam Berg,/name/nm3515833/,"Noomi Rapace, 
Jakob Oftebro, 
Dar Salim, 
Erik Enge","/name/nm0636426/,/name/nm1939580/,/name/nm1502469/,/name/nm4558335/",22302.0,
tt0989757,Dear John,2010,PG-13,108 min,"Drama, Mystery, Romance",6.3,A romantic drama about a soldier who falls for a conservative college student while he's home on leave.,Lasse Hallström,/name/nm0002120/,"Channing Tatum, 
Amanda Seyfried, 
Richard Jenkins, 
Henry Thomas","/name/nm1475594/,/name/nm1086543/,/name/nm0420955/,/name/nm0001794/",151635.0,80014842.0
tt2177771,The Monuments Men,2014,PG-13,118 min,"Comedy, Drama, History",6.1,An unlikely World War II platoon is tasked to rescue art masterpieces from German thieves and return them to their owners.,George Clooney,/name/nm0000123/,"George Clooney, 
Matt Damon, 
Bill Murray, 
Cate Blanchett","/name/nm0000123/,/name/nm0000354/,/name/nm0000195/,/name/nm0000949/",133673.0,78031620.0
tt5592248,The Beguiled,2017,R,93 min,"Drama, Thriller, War",6.3,The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.,Sofia Coppola,/name/nm0001068/,"Nicole Kidman, 
Kirsten Dunst, 
Elle Fanning, 
Colin Farrell","/name/nm0000173/,/name/nm0000379/,/name/nm1102577/,/name/nm0268199/",58725.0,10576669.0
tt0900387,Suite Française,2014,,107 min,"Drama, Romance, Thriller",7.0,"During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Lieutenant Bruno von Falk (Matthias Schoenaerts), a German soldier.",Saul Dibb,/name/nm1314116/,"Michelle Williams, 
Kristin Scott Thomas, 
Margot Robbie, 
Eric Godon","/name/nm0931329/,/name/nm0000218/,/name/nm3053338/,/name/nm1101713/",27186.0,
tt0300556,Timeline,2003,PG-13,116 min,"Action, Adventure, Sci-Fi",5.6,A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in 14th-century France before they can escape back to the twenty-first century.,Richard Donner,/name/nm0001149/,"Paul Walker, 
Gerard Butler, 
Billy Connolly, 
Frances O'Connor","/name/nm0908094/,/name/nm0124930/,/name/nm0175262/,/name/nm0640323/",64053.0,19481943.0
tt9691136,Shadow in the Cloud,2020,R,83 min,"Action, Horror, War",5.0,A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,Roseanne Liang,/name/nm1755396/,"Chloë Grace Moretz, 
Nick Robinson, 
Beulah Koale, 
Taylor John Smith","/name/nm1631269/,/name/nm3538718/,/name/nm3872230/,/name/nm4973896/",28010.0,
tt0031280,Espionage Agent,1939,Approved,83 min,"Crime, Drama, Music",5.9,"When Barry Corvall discovers that his new bride is a possible enemy agent, he resigns from the diplomatic service to go undercover to root out an espionage ring planning to destroy American industrial capability.",Lloyd Bacon,/name/nm0045800/,"Joel McCrea, 
Brenda Marshall, 
Jeffrey Lynn, 
George Bancroft","/name/nm0566948/,/name/nm0550782/,/name/nm0528705/,/name/nm0051628/",414.0,
tt1568911,War Horse,2011,PG-13,146 min,"Action, Adventure, Drama",7.2,Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,Steven Spielberg,/name/nm0000229/,"Jeremy Irvine, 
Emily Watson, 
David Thewlis, 
Benedict Cumberbatch","/name/nm3528539/,/name/nm0001833/,/name/nm0000667/,/name/nm1212722/",159925.0,79884879.0
tt0498380,Letters from Iwo Jima,2006,R,141 min,"Action, Adventure, Drama",7.9,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",Clint Eastwood,/name/nm0000142/,"Ken Watanabe, 
Kazunari Ninomiya, 
Tsuyoshi Ihara, 
Ryô Kase","/name/nm0913822/,/name/nm0632497/,/name/nm0407296/,/name/nm1076976/",164684.0,13756082.0
tt19465630,Sniper. The White Raven,2022,R,111 min,"Drama, War",6.3,"After suffering a tragedy at the hand of invading soldiers in Donbas, an Ukrainian physics teacher seeks revenge. He sets his sights on an elite Russian sniper whose elimination could change the tide of the conflict.",Marian Bushan,/name/nm11595610/,"Pavlo Aldoshyn, 
Maryna Koshkina, 
Andrey Mostrenko, 
Roman Semysal","/name/nm3838884/,/name/nm9582810/,/name/nm5643878/,/name/nm9457418/",3271.0,
tt0120188,Three Kings,1999,R,114 min,"Action, Adventure, Comedy",7.1,"In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.",David O. Russell,/name/nm0751102/,"George Clooney, 
Mark Wahlberg, 
Ice Cube, 
Spike Jonze","/name/nm0000123/,/name/nm0000242/,/name/nm0001084/,/name/nm0005069/",174509.0,60652036.0
tt2058107,The Railway Man,2013,R,116 min,"Biography, Drama, Romance",7.1,"A former British Army officer, who was tortured as a prisoner of war at a Japanese labor camp during World War II, discovers that the man responsible for much of his treatment is still alive and sets out to confront him.",Jonathan Teplitzky,/name/nm0855300/,"Colin Firth, 
Nicole Kidman, 
Stellan Skarsgård, 
Jeremy Irvine","/name/nm0000147/,/name/nm0000173/,/name/nm0001745/,/name/nm3528539/",41094.0,4438438.0
tt0314353,Tears of the Sun,2003,R,121 min,"Action, Drama, Thriller",6.6,A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.,Antoine Fuqua,/name/nm0298807/,"Bruce Willis, 
Cole Hauser, 
Monica Bellucci, 
Eamonn Walker","/name/nm0000246/,/name/nm0369513/,/name/nm0000899/,/name/nm0907708/",124770.0,43734876.0
tt9378692,Freedom's Path,2022,,131 min,"Drama, History, War",7.2,"When a soldier deserts from battle, he soon discovers the true cost of war through a young heroic black man, who teaches him the real meaning of Freedom.",Brett Smith,/name/nm4799854/,"Gerran Howell, 
RJ Cyler, 
Ewen Bremner, 
Harrison Gilbertson","/name/nm2228294/,/name/nm5518972/,/name/nm0001971/,/name/nm1549295/",150.0,
tt0058777,Zulu,1964,Not Rated,138 min,"Drama, History, War",7.7,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,Cy Endfield,/name/nm0256831/,"Stanley Baker, 
Jack Hawkins, 
Ulla Jacobsson, 
James Booth","/name/nm0048939/,/name/nm0370144/,/name/nm0414965/,/name/nm0095718/",40300.0,
tt5311542,Never Look Away,2018,R,189 min,"Biography, Drama, Romance",7.7,"German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime.",Florian Henckel von Donnersmarck,/name/nm0003697/,"Tom Schilling, 
Sebastian Koch, 
Paula Beer, 
Saskia Rosendahl","/name/nm0771713/,/name/nm0462407/,/name/nm3559009/,/name/nm4551978/",22711.0,1304042.0
